satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,3207,3,5,3,3,3,1,1,5,4,3,5,1,5,1,62,125
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,2486,2,2,2,2,2,5,4,5,5,5,5,4,5,3,0,0
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,3967,3,5,3,3,5,3,2,5,3,2,3,5,5,5,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,4234,3,5,3,3,4,3,4,4,5,3,3,4,5,4,0,0
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,2455,3,3,2,3,4,4,5,5,5,5,5,4,5,3,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,3209,3,5,3,3,3,4,4,5,2,2,4,4,4,4,0,0
satisfied,Female,Loyal Customer,67,Personal Travel,Eco Plus,2460,4,4,5,4,1,5,1,5,5,5,5,1,5,3,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,3218,3,5,3,3,1,3,1,1,5,4,5,5,4,1,44,52
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco Plus,4139,3,5,3,3,3,3,3,3,3,2,4,3,4,3,0,17
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,3559,4,4,4,4,2,4,5,5,5,5,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,4050,3,5,3,3,1,3,1,1,3,2,5,4,5,1,1,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,2372,5,5,5,5,3,5,4,5,5,5,5,4,5,5,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,3424,3,5,3,3,2,3,1,2,4,2,4,5,4,2,3,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,3128,2,2,2,2,2,5,4,5,5,5,5,3,5,4,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,3339,5,5,1,5,3,5,4,5,5,5,5,3,5,4,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,2325,2,2,2,2,4,4,5,5,5,5,5,3,5,5,0,11
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,3811,3,3,3,3,3,5,4,5,5,5,5,5,5,5,3,0
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,3797,5,5,5,5,3,4,4,5,5,5,5,5,5,4,8,3
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,3282,3,5,3,3,3,2,5,3,4,4,5,5,4,5,0,38
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,3438,3,5,3,3,4,3,4,4,4,4,5,3,4,4,1,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,2266,3,3,3,3,5,4,5,5,5,5,5,5,5,5,2,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,3915,3,5,3,3,2,3,2,2,2,2,1,2,1,2,4,0
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,3656,3,5,3,3,2,3,2,2,5,2,5,5,5,2,0,0
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,3434,5,5,3,5,4,5,4,5,5,5,5,4,5,4,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,2134,5,5,5,5,5,5,5,5,5,2,4,4,5,5,4,16
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,3683,3,5,3,3,4,3,1,4,4,4,4,3,5,4,0,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco Plus,3610,5,5,4,5,4,5,4,5,5,5,5,5,5,4,2,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,3527,5,5,5,5,3,4,4,5,5,5,5,5,5,5,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,3404,5,1,1,1,4,3,2,5,5,5,5,3,5,4,16,0
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,1994,5,1,1,1,2,1,5,5,5,5,5,5,5,5,9,15
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,2021,5,5,5,5,2,1,2,5,5,5,5,5,5,3,0,0
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,3217,3,3,3,3,3,5,5,5,5,5,5,4,5,5,4,0
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,3095,3,5,3,3,2,3,2,2,3,5,5,4,4,2,3,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,3314,1,1,1,1,4,5,4,5,5,5,5,5,5,4,0,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,3508,2,2,2,2,2,5,4,5,5,5,5,5,5,5,6,10
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,3177,3,5,3,3,3,3,2,3,3,2,4,3,5,3,24,21
dissatisfied,Female,Loyal Customer,56,Personal Travel,Eco,3523,3,5,3,3,3,4,4,3,5,4,5,4,4,4,132,116
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,3400,1,1,1,1,3,5,5,5,5,5,5,5,5,5,31,71
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,3196,3,5,3,3,1,3,1,1,5,4,5,3,5,1,0,11
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,2936,3,5,3,3,1,3,1,1,4,2,3,3,5,1,3,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2555,5,5,5,5,5,5,5,5,1,3,5,5,3,5,24,19
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,3276,3,5,3,3,1,3,1,1,5,2,5,3,4,1,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco Plus,2952,3,5,3,3,1,3,1,1,4,3,4,3,5,1,0,2
satisfied,Female,Loyal Customer,47,Personal Travel,Eco Plus,1797,3,3,3,3,5,4,5,5,5,5,5,3,5,5,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2841,3,5,3,3,3,3,3,3,5,4,3,4,5,3,24,11
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2778,1,1,1,1,5,5,5,5,5,5,5,3,5,5,1,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco Plus,3196,2,2,2,2,2,5,5,5,5,5,5,4,5,5,13,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,1773,4,4,4,4,4,4,5,5,5,5,5,4,5,5,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,1762,3,3,3,3,5,5,5,5,4,4,4,5,4,5,0,0
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,1726,5,4,4,4,2,4,5,5,5,5,5,2,5,4,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,1769,1,1,1,1,5,4,3,5,5,5,5,5,5,3,20,5
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,3578,4,4,3,4,5,5,5,5,5,5,5,5,5,5,0,0
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,3102,5,5,5,5,4,5,4,5,5,5,5,3,5,3,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2521,3,5,3,3,2,3,4,2,3,4,4,3,4,2,6,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,1651,2,2,4,2,5,4,5,5,5,5,5,3,5,4,0,6
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,3046,3,5,3,3,1,3,1,1,3,3,4,5,5,1,18,7
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2991,3,5,3,3,3,3,2,3,3,4,4,4,4,3,0,0
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,2556,3,5,3,3,1,3,2,1,3,3,3,5,4,1,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco Plus,2920,3,5,3,3,2,3,2,2,5,5,4,3,4,2,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2735,3,5,3,3,4,3,4,4,3,4,5,5,4,4,42,25
satisfied,Female,Loyal Customer,20,Personal Travel,Eco Plus,2839,1,1,3,1,5,4,5,5,5,5,5,5,5,4,35,11
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco Plus,2622,3,5,3,3,3,3,3,3,5,2,4,3,4,3,10,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,3233,3,5,3,3,2,3,2,2,5,3,5,3,4,2,30,18
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,3237,3,5,3,3,4,3,4,4,3,3,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2248,3,5,3,3,4,3,4,4,1,2,5,1,2,4,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,3035,3,5,3,3,4,3,4,4,1,5,5,4,4,4,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,3218,3,5,3,3,5,3,5,5,4,3,5,3,4,5,0,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2523,2,2,2,2,2,1,2,5,5,5,5,2,5,3,3,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,2865,3,5,3,3,1,3,1,1,3,2,1,1,4,1,18,16
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,3123,1,1,1,1,5,4,4,5,5,5,5,5,5,5,4,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Business,3141,3,5,3,3,2,3,2,2,4,2,3,4,5,2,41,48
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,3104,3,5,3,3,3,3,3,3,5,3,4,1,3,3,1,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,3136,3,5,3,3,3,3,3,3,5,2,4,4,4,3,0,4
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,1476,3,3,3,3,5,5,5,5,3,5,1,2,1,5,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2201,3,5,3,3,1,3,2,1,4,5,4,3,4,1,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2528,3,5,3,3,5,3,5,5,3,3,4,5,5,5,0,0
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,2816,2,2,2,2,3,4,4,5,5,5,5,4,5,5,5,0
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,2373,3,5,3,3,4,3,4,4,5,5,3,5,4,4,10,22
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2433,5,3,3,3,4,5,4,5,5,5,5,3,5,1,0,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,2270,5,2,2,2,3,5,2,5,5,5,5,4,5,1,0,5
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,3207,5,4,4,4,3,2,2,5,5,5,5,4,5,5,102,83
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2387,3,5,3,3,5,3,5,5,5,5,5,5,5,5,5,0
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,2588,5,1,1,1,5,1,4,5,5,5,5,3,5,4,5,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,1437,5,2,2,2,1,2,5,5,5,5,5,2,5,5,91,76
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2778,3,5,3,3,1,3,1,1,2,1,3,1,5,1,0,4
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,1427,4,4,2,4,5,4,4,5,5,5,5,4,5,4,0,0
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,1418,2,2,5,2,2,5,5,5,5,5,5,5,5,4,0,14
dissatisfied,Female,Loyal Customer,49,Personal Travel,Eco,3078,3,5,3,3,3,4,5,3,5,5,4,5,5,5,210,204
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,2544,3,5,3,3,4,3,4,4,3,4,5,5,4,4,0,0
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2465,3,5,3,3,4,3,4,4,2,1,4,2,4,4,31,46
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,3020,3,5,3,3,2,3,2,2,5,2,4,1,2,2,14,41
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,1393,5,5,5,5,5,2,3,5,5,5,5,1,5,3,38,79
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,2424,2,2,2,2,4,5,4,5,5,5,5,3,5,4,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco Plus,2885,3,5,3,3,4,3,4,4,4,3,3,4,5,4,0,0
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,2558,3,5,3,3,4,3,4,4,5,5,4,4,5,4,0,8
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2789,3,5,3,3,4,3,4,4,4,2,5,3,4,4,0,0
satisfied,Female,Loyal Customer,59,Personal Travel,Business,1378,4,4,4,4,5,5,5,5,5,2,4,2,4,5,0,19
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco Plus,2805,3,5,3,3,2,3,2,2,4,5,5,4,4,2,9,24
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco Plus,2474,3,5,3,3,1,3,1,1,3,4,3,5,4,1,0,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,1362,5,5,5,5,2,4,5,5,5,5,5,4,5,4,10,3
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,1357,5,5,5,5,4,5,4,5,5,5,5,3,5,4,58,44
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2352,4,4,4,4,3,4,4,5,5,5,5,3,5,5,55,44
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,1340,5,5,5,5,2,4,5,5,5,5,5,3,5,3,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2235,3,5,3,3,3,3,3,3,3,5,4,5,5,3,0,14
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2946,3,5,3,3,5,3,5,5,3,5,3,3,5,5,37,37
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,2443,2,2,2,2,2,4,5,5,5,5,5,4,5,5,3,0
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2987,3,3,1,3,2,5,5,5,5,5,5,3,5,3,0,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,2541,3,5,3,3,2,3,2,2,4,4,5,3,4,2,0,11
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2985,3,5,3,3,5,3,5,5,3,2,3,4,5,5,0,0
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2202,3,5,3,3,3,3,3,3,4,2,4,3,5,3,0,14
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1299,3,3,2,3,4,5,4,5,5,5,5,3,5,4,0,6
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2274,3,5,3,3,4,3,4,4,3,2,4,5,4,4,0,3
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,1249,1,1,4,1,5,5,5,5,2,3,3,3,3,5,0,0
satisfied,Female,Loyal Customer,49,Personal Travel,Business,1287,1,1,1,1,3,4,4,5,5,5,5,5,5,3,0,0
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1272,5,2,2,2,4,2,5,5,5,5,5,4,5,1,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco Plus,2481,3,5,3,3,3,3,3,3,5,3,1,2,1,3,0,12
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2757,5,5,5,5,1,1,4,5,5,5,5,2,5,3,0,0
satisfied,Female,Loyal Customer,25,Personal Travel,Business,2118,5,5,5,5,2,1,4,5,5,5,5,4,5,5,24,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2502,3,5,3,3,1,3,1,1,4,5,4,5,4,1,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2080,3,5,3,3,2,3,2,2,4,3,2,3,3,2,0,5
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2863,3,5,3,3,4,3,4,4,4,5,2,2,5,4,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,2760,3,5,3,3,1,3,4,1,3,2,5,5,1,1,10,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2812,3,5,3,3,2,3,2,2,1,3,1,1,3,2,0,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,2066,3,5,3,3,1,3,1,1,3,3,5,5,5,1,0,15
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2595,1,2,1,1,3,5,5,5,5,5,5,3,5,4,0,2
satisfied,Female,Loyal Customer,41,Personal Travel,Eco Plus,1238,5,5,5,5,5,5,5,5,5,4,5,3,5,5,120,99
dissatisfied,Male,Loyal Customer,41,Personal Travel,Business,1220,3,5,3,3,4,3,5,5,5,3,5,5,5,5,0,8
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2997,3,5,3,3,3,3,3,3,3,2,5,5,4,3,0,3
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2491,2,2,2,2,5,5,5,5,5,5,5,3,5,5,102,92
dissatisfied,Male,Loyal Customer,29,Personal Travel,Business,2709,3,5,3,3,4,3,4,4,4,2,4,4,4,4,0,1
dissatisfied,Male,Loyal Customer,11,Personal Travel,Business,3071,3,5,3,3,4,3,4,4,3,4,5,5,4,4,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco Plus,1220,2,2,2,2,2,4,5,5,5,5,5,5,5,4,0,15
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,1183,1,1,1,1,3,4,5,5,5,5,5,3,5,5,15,11
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,2600,4,4,4,4,1,4,4,5,5,5,5,3,5,2,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2777,5,5,5,5,4,5,5,5,5,5,5,5,5,3,16,14
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,2440,3,3,3,3,5,5,5,5,5,3,4,4,5,5,40,10
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2029,3,5,3,3,4,3,4,4,4,4,4,3,4,4,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2008,3,5,3,3,5,3,2,5,3,5,5,5,4,5,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2363,3,5,3,3,4,3,4,4,2,5,5,4,3,4,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2490,3,3,4,3,5,5,5,5,5,5,5,3,5,3,0,15
satisfied,Female,Loyal Customer,44,Personal Travel,Business,1144,3,3,3,3,4,4,4,5,5,5,5,5,5,5,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,1168,3,3,3,3,5,5,5,5,1,5,3,2,4,5,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2624,3,5,3,3,2,3,2,2,4,3,5,2,2,2,5,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,1180,5,4,4,4,3,3,3,5,5,5,5,2,5,4,33,56
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2415,3,5,3,3,2,3,2,2,3,3,4,4,5,2,12,29
satisfied,Female,Loyal Customer,40,Personal Travel,Eco Plus,2637,3,3,3,3,3,5,4,5,5,5,5,4,5,5,29,17
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2654,3,5,3,3,4,3,4,4,4,4,3,3,4,4,58,47
satisfied,Female,Loyal Customer,49,Personal Travel,Eco Plus,1144,1,1,1,1,5,5,5,5,5,5,5,4,5,3,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2246,3,5,3,3,2,3,2,2,4,4,4,5,4,2,14,75
dissatisfied,Male,Loyal Customer,54,Personal Travel,Business,1130,3,5,3,3,3,4,4,1,1,3,1,5,1,3,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2234,4,4,4,4,2,5,4,5,5,5,5,4,5,5,0,0
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1941,2,2,2,2,2,5,5,5,5,5,5,4,5,5,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,2162,3,5,3,3,1,3,4,1,3,3,3,5,4,1,1,6
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2642,3,5,3,3,3,4,4,5,3,5,4,4,4,4,211,187
dissatisfied,Male,Loyal Customer,33,Personal Travel,Business,2742,3,5,3,3,4,3,4,4,5,2,4,5,5,4,0,3
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,1159,1,1,1,1,5,4,4,5,5,5,5,4,5,3,14,14
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2541,3,5,3,3,5,3,5,5,3,5,3,3,4,5,0,0
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,2402,3,5,3,3,1,3,1,1,4,3,5,4,4,1,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco Plus,1124,5,5,5,5,4,4,5,5,5,5,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,2728,3,5,3,3,1,3,1,1,3,4,4,5,4,1,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1943,2,2,2,2,3,4,5,5,5,5,5,5,5,4,16,13
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2197,3,5,3,3,3,3,3,3,5,4,4,5,5,3,0,2
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2401,3,4,3,3,5,5,4,5,5,5,5,4,5,5,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco Plus,2333,3,5,3,3,4,3,4,4,4,5,2,3,4,4,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,1124,1,1,1,1,1,3,1,5,5,5,5,2,5,2,0,21
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,2889,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco Plus,2946,3,5,3,3,2,3,4,2,4,2,4,5,4,2,1,0
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco Plus,2232,3,5,3,3,4,3,4,4,3,3,4,5,4,4,0,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco Plus,2116,3,5,3,3,3,3,5,3,5,5,4,4,5,3,0,
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1101,1,1,1,1,4,4,4,5,5,5,5,5,5,4,3,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2306,3,5,3,3,1,3,2,1,5,5,5,4,3,1,21,7
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1902,3,5,3,3,1,3,1,1,3,2,4,5,5,1,0,13
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,1118,1,1,1,1,2,4,5,5,5,5,5,3,5,4,0,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,1117,4,4,4,4,5,5,5,5,4,5,4,4,4,5,4,7
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,1093,5,4,4,4,1,2,1,5,5,5,5,1,5,1,28,31
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,2565,4,4,4,4,2,4,5,5,5,5,5,3,5,5,15,8
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,1111,5,5,4,5,5,5,5,5,4,3,4,3,5,5,0,0
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,1826,3,5,3,3,4,3,4,4,3,5,4,1,4,4,30,5
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2862,3,5,3,3,5,3,2,5,5,3,5,5,5,5,4,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,1077,4,4,4,4,5,5,4,5,5,5,5,5,5,3,63,64
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2403,2,2,2,2,4,4,5,5,5,5,5,3,5,5,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,2009,3,5,3,3,5,3,5,5,4,3,4,5,5,5,17,21
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2359,3,5,3,3,1,3,1,1,5,3,4,4,4,1,49,29
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,1106,2,2,3,2,4,5,4,5,5,5,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,2552,3,5,3,3,4,3,4,4,4,3,4,3,4,4,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,2440,5,3,5,5,4,5,4,5,5,5,5,4,5,5,0,8
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2192,3,5,3,3,3,3,3,3,5,5,5,3,4,3,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,2532,3,3,3,3,4,5,2,5,5,5,5,4,5,1,20,13
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2141,1,1,1,1,1,2,5,5,5,5,5,1,5,1,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2400,3,5,3,3,1,3,1,1,3,5,4,3,5,1,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1927,3,5,3,3,2,3,2,2,3,2,4,4,5,2,0,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,2374,3,5,3,3,1,3,5,1,4,5,5,3,5,1,0,0
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,2571,3,5,3,3,1,3,1,1,5,2,5,5,4,1,0,0
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,2674,5,3,3,3,2,5,5,5,5,5,5,5,5,4,0,0
satisfied,Female,Loyal Customer,70,Personal Travel,Business,1101,5,4,4,4,2,2,4,5,5,5,5,2,5,5,16,24
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,2713,3,5,3,3,1,3,1,1,5,3,5,4,5,1,0,0
dissatisfied,Male,Loyal Customer,9,Personal Travel,Business,2715,3,5,3,3,3,4,5,5,3,4,4,5,5,5,221,199
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2666,5,3,3,3,5,1,3,5,5,5,5,3,5,2,0,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,2321,3,5,3,3,3,3,3,3,5,2,4,5,4,3,22,16
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,2756,3,5,3,3,3,3,3,3,3,2,4,3,5,3,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,2316,5,2,2,2,5,5,3,5,5,5,5,1,5,4,84,75
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,1088,5,5,5,5,5,4,4,5,5,5,5,4,5,3,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Business,1076,5,5,5,5,5,5,5,5,5,2,2,1,4,5,22,11
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,2770,5,5,5,5,2,5,5,5,5,5,5,4,5,4,0,0
satisfied,Female,Loyal Customer,47,Personal Travel,Eco Plus,1064,3,3,3,3,5,5,5,5,5,5,5,4,5,5,0,8
satisfied,Female,Loyal Customer,33,Personal Travel,Eco Plus,2308,1,1,1,1,5,5,4,5,5,5,5,5,5,4,1,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2607,3,5,3,3,2,3,2,2,5,5,5,5,4,2,9,3
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,2517,3,3,5,3,4,4,5,5,5,5,5,4,5,4,0,
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2251,2,2,3,2,3,5,4,5,5,5,5,5,5,3,17,30
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,2913,4,4,4,4,2,1,4,5,5,5,5,2,5,1,0,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2666,3,5,3,3,2,3,2,2,5,5,4,4,5,2,13,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2222,3,5,3,3,3,3,3,3,5,3,4,5,4,3,11,5
